5250.44 0.9872065
5250.46 0.9955292
5250.48 1.000685
5250.5 1.0021476
5250.52 1.0007302
5250.54 0.9981197
5250.56 0.9960792
5250.58 0.9957041
5250.6 0.9970652
5250.62 0.9993588
5250.64 1.0014335
5250.66 1.0023925
5250.68 1.0019726
5250.7 1.0005456
5250.72 0.9988007
5250.74 0.9973249
5250.76 0.9963218
5250.78 0.9956075
5250.8 0.9948455
5250.82 0.993851
5250.84 0.9927675
5250.86 0.9920061
5250.88 0.9919865
5250.9 0.9928364
5250.92 0.9942308
5250.94 0.9954707
5250.96 0.9957656
5250.98 0.9945719
5251.0 0.9918099
5251.02 0.9878546
5251.04 0.9833163
5251.06 0.9787383
5251.08 0.9743728
5251.1 0.9701419
5251.12 0.9657861
5251.14 0.9610998
5251.16 0.9561191
5251.18 0.9511608
5251.2 0.9467031
5251.22 0.9431823
5251.24 0.9408169
5251.26 0.9395448
5251.28 0.9390915
5251.3 0.9391175
5251.32 0.9393611
5251.34 0.9397138
5251.36 0.9402105
5251.38 0.940971
5251.4 0.9421408
5251.42 0.9438657
5251.44 0.9462947
5251.46 0.9495793
5251.48 0.953837
5251.5 0.9590763
5251.52 0.9651198
5251.54 0.9715763
5251.56 0.9779
5251.58 0.9835284
5251.6 0.988047
5251.62 0.9913046
5251.64 0.9934256
5251.66 0.9947145
5251.68 0.9955018
5251.7 0.9960096
5251.72 0.9963014
5251.74 0.9963311
5251.76 0.9960532
5251.78 0.9955226
5251.8 0.9949223
5251.82 0.9945015
5251.84 0.9944559
5251.86 0.9948203
5251.88 0.9954326
5251.9 0.9959939
5251.92 0.9961976
5251.94 0.9958645
5251.96 0.9950203
5251.98 0.9938837
5252.0 0.9927747
5252.02 0.991991
5252.04 0.991707
5252.06 0.9919306
5252.08 0.9925245
5252.1 0.9932673
5252.12 0.9939236
5252.14 0.9943012
5252.16 0.9942867
5252.18 0.9938674
5252.2 0.9931429
5252.22 0.992322
5252.24 0.9916935
5252.26 0.9915604
5252.28 0.9921449
5252.3 0.9934961
5252.32 0.9954392
5252.34 0.9976025
5252.36 0.9995259
5252.38 1.000816
5252.4 1.0012875
5252.42 1.0010261
5252.44 1.0003413
5252.46 0.9996242
5252.48 0.9991724
5252.5 0.9990617
5252.52 0.9991257
5252.54 0.9990552
5252.56 0.9985722
5252.58 0.9975954
5252.6 0.9963151
5252.62 0.9951339
5252.64 0.9944963
5252.66 0.9946797
5252.68 0.9956457
5252.7 0.9970257
5252.72 0.9982547
5252.74 0.998801
5252.76 0.998391
5252.78 0.9971306
5252.8 0.9954647
5252.82 0.9939926
5252.84 0.9932195
5252.86 0.9933544
5252.88 0.9942436
5252.9 0.9954639
5252.92 0.9965278
5252.94 0.9971018
5252.96 0.9971345
5252.98 0.9968413
5253.0 0.9965601
5253.02 0.9965585
5253.04 0.9968925
5253.06 0.9973875
5253.08 0.9977466
5253.1 0.9977242
5253.12 0.9972707
5253.14 0.9965683
5253.16 0.995939
5253.18 0.9956748
5253.2 0.9958801
5253.22 0.9964126
5253.24 0.9969551
5253.26 0.9971781
5253.28 0.9969088
5253.3 0.996212
5253.32 0.9953419
5253.34 0.9945891
5253.36 0.9941051
5253.38 0.9937991
5253.4 0.993362
5253.42 0.9924071
5253.44 0.9906542
5253.46 0.9880656
5253.48 0.9848678
5253.5 0.9814553
5253.52 0.978231
5253.54 0.9754649
5253.56 0.9732336
5253.58 0.9714575
5253.6 0.969996
5253.62 0.9687413
5253.64 0.967661
5253.66 0.9667801
5253.68 0.9661319
5253.7 0.9657226
5253.72 0.965537
5253.74 0.9655788
5253.76 0.9659094
5253.78 0.9666459
5253.8 0.9679061
5253.82 0.9697276
5253.84 0.9720114
5253.86 0.9745341
5253.88 0.9770349
5253.9 0.9793337
5253.92 0.981413
5253.94 0.9834096
5253.96 0.9855103
5253.98 0.987805
5254.0 0.9901836
5254.02 0.9923441
5254.04 0.9939226
5254.06 0.9946846
5254.08 0.9946746
5254.1 0.9942354
5254.12 0.9938728
5254.14 0.9940249
5254.16 0.9948487
5254.18 0.9961372
5254.2 0.9974114
5254.22 0.9981462
5254.24 0.9980176
5254.26 0.9970492
5254.28 0.9955864
5254.3 0.9941201
5254.32 0.9930526
5254.34 0.9925255
5254.36 0.9923906
5254.38 0.9923249
5254.4 0.9920181
5254.42 0.9913302
5254.44 0.9903427
5254.46 0.9892913
5254.48 0.988433
5254.5 0.9879266
5254.52 0.9877894
5254.54 0.9879343
5254.56 0.9882459
5254.58 0.9886304
5254.6 0.9889995
5254.62 0.9892
5254.64 0.9889409
5254.66 0.9877841
5254.68 0.9852313
5254.7 0.9808866
5254.72 0.9746274
5254.74 0.9667021
5254.76 0.9577051
5254.78 0.9484338
