 Sirius Chiron 8 Feb 2021 100 exposures
 Wavelength    Intensity
  5273.4400     0.982957
  5273.4600     0.985835
  5273.4800     0.987080
  5273.5000     0.987479
  5273.5200     0.994525
  5273.5400     0.997928
  5273.5600     0.998362
  5273.5800     0.998054
  5273.6000     0.999481
  5273.6200     0.998739
  5273.6400     0.998305
  5273.6600     0.997540
  5273.6800     1.000075
  5273.7000     1.000109
  5273.7200     0.999127
  5273.7400     1.000075
  5273.7600     0.999732
  5273.7800     0.999447
  5273.8000     1.001411
  5273.8200     1.000315
  5273.8400     0.999458
  5273.8600     0.999025
  5273.8800     1.000852
  5273.9000     1.000269
  5273.9200     0.999207
  5273.9400     0.998979
  5273.9600     1.000498
  5273.9800     1.000338
  5274.0000     1.000075
  5274.0200     1.000281
  5274.0400     1.000178
  5274.0600     0.999812
  5274.0800     0.999801
  5274.1000     0.999344
  5274.1200     0.999002
  5274.1400     0.999664
  5274.1600     0.999835
  5274.1800     0.999104
  5274.2000     0.998967
  5274.2200     0.999047
  5274.2400     0.998522
  5274.2600     0.997746
  5274.2800     0.997688
  5274.3000     0.997072
  5274.3200     0.997403
  5274.3400     0.997220
  5274.3600     0.997060
  5274.3800     0.996969
  5274.4000     0.997483
  5274.4200     0.996044
  5274.4400     0.996204
  5274.4600     0.997129
  5274.4800     0.995530
  5274.5000     0.996775
  5274.5200     0.996581
  5274.5400     0.997631
  5274.5600     0.996855
  5274.5800     0.997734
  5274.6000     0.996798
  5274.6200     0.998214
  5274.6400     0.999835
  5274.6600     0.998705
  5274.6800     0.997551
  5274.7000     0.995336
  5274.7200     0.991830
  5274.7400     0.985401
  5274.7600     0.977499
  5274.7800     0.967598
  5274.8000     0.956076
  5274.8200     0.943594
  5274.8400     0.929936
  5274.8600     0.917466
  5274.8800     0.907029
  5274.9000     0.896785
  5274.9200     0.889637
  5274.9400     0.883093
  5274.9600     0.878400
  5274.9800     0.872964
  5275.0000     0.869173
  5275.0200     0.868373
  5275.0400     0.869538
  5275.0600     0.867848
  5275.0800     0.867962
  5275.1000     0.868556
  5275.1200     0.868225
  5275.1400     0.870292
  5275.1600     0.873958
  5275.1800     0.877692
  5275.2000     0.883995
  5275.2200     0.892834
  5275.2400     0.900588
  5275.2600     0.911071
  5275.2800     0.923119
  5275.3000     0.936548
  5275.3200     0.951051
  5275.3400     0.962996
  5275.3600     0.971823
  5275.3800     0.980422
  5275.4000     0.985378
  5275.4200     0.990745
  5275.4400     0.990791
  5275.4600     0.992333
  5275.4800     0.993029
  5275.5000     0.992687
  5275.5200     0.992515
  5275.5400     0.993280
  5275.5600     0.991819
  5275.5800     0.992127
  5275.6000     0.990631
  5275.6200     0.993098
  5275.6400     0.989284
  5275.6600     0.990323
  5275.6800     0.988439
  5275.7000     0.986440
  5275.7200     0.981393
  5275.7400     0.975158
  5275.7600     0.964572
  5275.7800     0.951702
  5275.8000     0.934824
  5275.8200     0.916712
  5275.8400     0.897733
  5275.8600     0.874803
  5275.8800     0.852786
  5275.9000     0.835542
  5275.9200     0.817728
  5275.9400     0.803031
  5275.9600     0.790606
  5275.9800     0.781196
  5276.0000     0.773031
  5276.0200     0.768007
  5276.0400     0.764798
  5276.0600     0.764307
  5276.0800     0.764044
  5276.1000     0.765700
  5276.1200     0.769023
  5276.1400     0.773728
  5276.1600     0.779678
  5276.1800     0.786723
  5276.2000     0.798086
  5276.2200     0.810419
  5276.2400     0.823986
  5276.2600     0.841046
  5276.2800     0.859169
  5276.3000     0.881803
  5276.3200     0.901901
  5276.3400     0.922913
  5276.3600     0.941207
  5276.3800     0.957617
  5276.4000     0.970887
  5276.4200     0.980182
  5276.4400     0.987502
  5276.4600     0.991670
  5276.4800     0.994091
  5276.5000     0.996044
  5276.5200     0.998431
  5276.5400     0.999527
  5276.5600     0.997129
  5276.5800     0.998636
  5276.6000     0.998339
  5276.6200     1.000737
  5276.6400     1.005191
  5276.6600     1.005237
  5276.6800     1.003729
  5276.7000     1.003638
  5276.7200     1.003307
  5276.7400     1.001366
  5276.7600     1.001011
  5276.7800     1.000144
  5276.8000     0.998613
  5276.8200     1.000749
  5276.8400     1.000418
  5276.8600     1.000578
  5276.8800     0.999424
  5276.9000     1.000087
  5276.9200     1.000041
  5276.9400     1.000429
  5276.9600     1.000315
  5276.9800     1.000440
  5277.0000     1.000840
  5277.0200     1.000498
  5277.0400     1.000555
  5277.0600     1.001137
  5277.0800     0.999732
  5277.1000     1.001126
  5277.1200     0.999116
  5277.1400     0.999104
  5277.1600     0.999481
  5277.1800     0.998716
  5277.2000     0.999276
  5277.2200     0.998031
  5277.2400     0.999618
  5277.2600     0.998191
  5277.2800     0.998134
  5277.3000     0.998294
  5277.3200     0.996855
  5277.3400     0.997209
  5277.3600     0.998237
  5277.3800     0.997300
  5277.4000     0.997369
  5277.4200     0.996923
  5277.4400     0.997209
  5277.4600     0.997597
  5277.4800     0.997586
  5277.5000     0.997175
  5277.5200     0.996821
  5277.5400     0.996261
  5277.5600     0.995907
  5277.5800     0.995975
  5277.6000     0.996021
  5277.6200     0.995816
  5277.6400     0.996113
  5277.6600     0.994754
  5277.6800     0.995507
  5277.7000     0.994845
  5277.7200     0.993749
  5277.7400     0.993452
  5277.7600     0.993863
  5277.7800     0.992047
  5277.8000     0.992995
  5277.8200     0.992230
  5277.8400     0.993532
  5277.8600     0.992926
  5277.8800     0.994194
  5277.9000     0.993749
  5277.9200     0.993623
  5277.9400     0.994194
  5277.9600     0.993909
  5277.9800     0.994080
  5278.0000     0.993280
  5278.0200     0.992367
  5278.0400     0.990391
  5278.0600     0.991179
  5278.0800     0.990277
  5278.1000     0.987993
  5278.1200     0.985275
  5278.1400     0.985058
  5278.1600     0.984248
  5278.1800     0.982866
  5278.2000     0.982809
  5278.2200     0.982146
  5278.2400     0.981461
  5278.2600     0.981541
  5278.2800     0.981221
  5278.3000     0.980125
  5278.3200     0.985321
  5278.3400     0.987799
  5278.3600     0.988439
  5278.3800     0.988850
  5278.4000     0.988724
  5278.4200     0.988793
  5278.4400     0.990608
  5278.4600     0.991076
  5278.4800     0.992595
  5278.5000     0.992413
  5278.5200     0.994183
  5278.5400     0.995861
  5278.5600     0.997026
  5278.5800     0.998945
  5278.6000     1.000212
  5278.6200     1.001183
  5278.6400     1.001091
  5278.6600     1.000726
  5278.6800     1.000486
  5278.7000     0.999618
  5278.7200     0.997494
  5278.7400     0.995062
  5278.7600     0.992538
  5278.7800     0.990140
  5278.8000     0.987160
  5278.8200     0.983585
  5278.8400     0.981416
  5278.8600     0.979486
  5278.8800     0.978138
  5278.9000     0.976756
  5278.9200     0.974084
  5278.9400     0.972714
  5278.9600     0.972303
  5278.9800     0.971903
  5279.0000     0.971332
  5279.0200     0.971777
  5279.0400     0.972702
  5279.0600     0.971389
  5279.0800     0.971241
  5279.1000     0.972748
  5279.1200     0.973970
  5279.1400     0.974084
  5279.1600     0.974438
  5279.1800     0.976825
  5279.2000     0.978218
  5279.2200     0.980182
  5279.2400     0.982866
  5279.2600     0.984270
  5279.2800     0.988039
  5279.3000     0.990802
  5279.3200     0.993086
  5279.3400     0.994354
  5279.3600     0.994845
  5279.3800     0.996535
  5279.4000     0.997574
  5279.4200     0.997254
  5279.4400     0.997848
  5279.4600     0.997734
  5279.4800     0.997220
  5279.5000     0.998773
  5279.5200     0.999892
  5279.5400     0.999127
  5279.5600     0.998568
  5279.5800     0.998602
  5279.6000     0.998385
  5279.6200     0.997620
  5279.6400     0.994971
  5279.6600     0.991076
  5279.6800     0.987605
  5279.7000     0.983288
  5279.7200     0.976151
  5279.7400     0.969848
  5279.7600     0.964743
  5279.7800     0.960621
  5279.8000     0.955801
  5279.8200     0.950252
  5279.8400     0.946506
  5279.8600     0.941219
  5279.8800     0.935486
  5279.9000     0.928863
  5279.9200     0.923770
  5279.9400     0.919624
  5279.9600     0.913412
  5279.9800     0.910945
  5280.0000     0.909735
  5280.0200     0.909187
  5280.0400     0.907520
  5280.0600     0.908113
  5280.0800     0.909290
  5280.1000     0.910180
  5280.1200     0.912955
  5280.1400     0.921360
  5280.1600     0.925380
  5280.1800     0.929925
  5280.2000     0.936537
  5280.2200     0.942498
  5280.2400     0.949555
  5280.2600     0.956121
  5280.2800     0.960689
  5280.3000     0.965280
  5280.3200     0.968603
  5280.3400     0.972223
  5280.3600     0.975078
  5280.3800     0.979486
  5280.4000     0.982797
  5280.4200     0.987023
  5280.4400     0.992607
  5280.4600     0.995930
  5280.4800     0.998111
  5280.5000     0.998556
  5280.5200     1.000635
  5280.5400     1.001240
  5280.5600     1.000144
  5280.5800     1.000041
  5280.6000     1.000098
  5280.6200     1.000372
  5280.6400     0.999310
  5280.6600     0.998362
  5280.6800     0.999059
  5280.7000     1.000064
  5280.7200     0.999493
  5280.7400     0.998671
  5280.7600     0.998168
  5280.7800     0.998636
  5280.8000     0.999675
  5280.8200     0.999824
  5280.8400     0.999333
  5280.8600     0.999561
  5280.8800     0.999127
  5280.9000     0.998465
  5280.9200     0.998591
  5280.9400     0.999127
  5280.9600     0.999664
  5280.9800     0.999002
  5281.0000     0.998042
  5281.0200     0.998533
  5281.0400     0.997597
  5281.0600     0.997506
  5281.0800     0.997962
  5281.1000     0.996969
  5281.1200     0.996387
  5281.1400     0.995850
  5281.1600     0.996192
  5281.1800     0.995267
  5281.2000     0.995130
  5281.2200     0.995279
  5281.2400     0.994617
  5281.2600     0.994902
  5281.2800     0.993623
  5281.3000     0.993646
  5281.3200     0.992664
  5281.3400     0.993829
  5281.3600     0.992470
  5281.3800     0.991659
  5281.4000     0.990220
  5281.4200     0.990346
  5281.4400     0.990985
  5281.4600     0.991134
  5281.4800     0.991647
  5281.5000     0.991647
  5281.5200     0.990506
  5281.5400     0.989969
  5281.5600     0.990003
  5281.5800     0.988553
  5281.6000     0.985698
  5281.6200     0.982980
  5281.6400     0.979474
  5281.6600     0.976425
  5281.6800     0.974587
  5281.7000     0.973193
  5281.7200     0.971972
  5281.7400     0.970807
  5281.7600     0.969722
  5281.7800     0.969699
  5281.8000     0.968808
  5281.8200     0.968146
  5281.8400     0.966878
  5281.8600     0.967255
  5281.8800     0.965874
  5281.9000     0.967061
  5281.9200     0.966182
  5281.9400     0.966764
  5281.9600     0.968123
  5281.9800     0.967644
  5282.0000     0.968660
  5282.0200     0.970316
  5282.0400     0.971880
  5282.0600     0.975729
  5282.0800     0.983757
  5282.1000     0.984876
  5282.1200     0.987982
  5282.1400     0.992333
  5282.1600     0.995770
  5282.1800     0.997620
  5282.2000     0.999424
  5282.2200     0.999938
  5282.2400     1.000178
  5282.2600     0.999595
  5282.2800     0.999687
  5282.3000     1.000555
  5282.3200     1.000018
  5282.3400     1.000509
  5282.3600     0.999755
  5282.3800     0.999504
  5282.4000     0.998042
  5282.4200     0.999207
  5282.4400     0.998591
  5282.4600     0.997780
  5282.4800     0.998054
  5282.5000     0.997894
  5282.5200     0.997597
  5282.5400     0.997414
  5282.5600     0.998773
  5282.5800     0.998031
  5282.6000     0.999390
  5282.6200     0.998613
  5282.6400     0.997483
  5282.6600     0.996204
  5282.6800     0.997003
  5282.7000     0.996889
  5282.7200     0.996204
  5282.7400     0.995896
  5282.7600     0.995279
  5282.7800     0.995005
  5282.8000     0.995142
  5282.8200     0.994651
  5282.8400     0.993760
  5282.8600     0.994274
  5282.8800     0.994719
  5282.9000     0.994811
  5282.9200     0.993817
  5282.9400     0.994046
  5282.9600     0.993315
  5282.9800     0.993440
  5283.0000     0.992264
  5283.0200     0.991956
  5283.0400     0.991351
  5283.0600     0.992173
  5283.0800     0.991956
  5283.1000     0.991933
  5283.1200     0.991705
  5283.1400     0.992081
  5283.1600     0.992104
  5283.1800     0.991008
  5283.2000     0.990346
  5283.2200     0.991339
  5283.2400     0.992481
  5283.2600     0.991533
  5283.2800     0.991202
  5283.3000     0.992150
  5283.3200     0.992413
  5283.3400     0.992264
  5283.3600     0.992116
  5283.3800     0.991967
  5283.4000     0.989352
  5283.4200     0.985355
  5283.4400     0.980993
  5283.4600     0.976334
  5283.4800     0.970715
  5283.5000     0.966011
  5283.5200     0.962927
  5283.5400     0.960164
  5283.5600     0.956612
  5283.5800     0.954751
  5283.6000     0.952821
  5283.6200     0.952558
  5283.6400     0.952022
  5283.6600     0.950845
  5283.6800     0.949178
  5283.7000     0.950194
  5283.7200     0.948927
  5283.7400     0.950571
  5283.7600     0.950012
  5283.7800     0.950000
  5283.8000     0.949715
  5283.8200     0.949943
  5283.8400     0.949795
  5283.8600     0.946951
  5283.8800     0.942715
  5283.9000     0.938375
  5283.9200     0.931798
  5283.9400     0.923359
  5283.9600     0.915422
  5283.9800     0.907645
  5284.0000     0.901718
  5284.0200     0.896157
  5284.0400     0.888723
  5284.0600     0.884692
  5284.0800     0.880158
  5284.1000     0.878537
  5284.1200     0.873272
  5284.1400     0.872256
  5284.1600     0.870737
  5284.1800     0.869001
  5284.2000     0.869652
  5284.2200     0.878023
  5284.2400     0.879576
  5284.2600     0.881917
  5284.2800     0.884795
  5284.3000     0.887661
  5284.3200     0.893097
  5284.3400     0.898555
  5284.3600     0.905875
  5284.3800     0.914611
  5284.4000     0.926111
  5284.4200     0.938912
  5284.4400     0.950880
  5284.4600     0.963338
  5284.4800     0.974598
  5284.5000     0.981861
  5284.5200     0.986920
  5284.5400     0.989969
  5284.5600     0.991533
  5284.5800     0.991236
  5284.6000     0.991008
  5284.6200     0.991293
  5284.6400     0.990220
  5284.6600     0.990037
  5284.6800     0.990802
  5284.7000     0.988998
  5284.7200     0.989706
  5284.7400     0.989284
  5284.7600     0.990277
  5284.7800     0.989581
  5284.8000     0.990049
  5284.8200     0.990289
  5284.8400     0.990574
  5284.8600     0.990517
  5284.8800     0.989569
  5284.9000     0.991568
  5284.9200     0.991922
  5284.9400     0.992652
  5284.9600     0.993143
  5284.9800     0.993064
  5285.0000     0.991910
  5285.0200     0.992710
  5285.0400     0.993246
  5285.0600     0.993669
  5285.0800     0.993703
  5285.1000     0.994285
  5285.1200     0.995165
  5285.1400     0.993966
  5285.1600     0.994251
  5285.1800     0.994343
  5285.2000     0.993269
  5285.2200     0.992550
  5285.2400     0.993726
  5285.2600     0.991042
  5285.2800     0.992333
  5285.3000     0.991739
  5285.3200     0.992104
  5285.3400     0.990414
  5285.3600     0.990631
  5285.3800     0.991019
  5285.4000     0.990814
  5285.4200     0.989832
  5285.4400     0.989969
  5285.4600     0.989946
  5285.4800     0.989523
  5285.5000     0.989923
  5285.5200     0.989912
  5285.5400     0.989763
  5285.5600     0.990551
  5285.5800     0.989386
  5285.6000     0.990346
  5285.6200     0.991385
  5285.6400     0.991785
  5285.6600     0.992413
  5285.6800     0.992173
  5285.7000     0.993612
  5285.7200     0.993897
  5285.7400     0.994011
  5285.7600     0.994194
  5285.7800     0.995325
  5285.8000     0.994925
  5285.8200     0.994525
  5285.8400     0.995804
  5285.8600     0.995039
  5285.8800     0.995153
  5285.9000     0.994822
  5285.9200     0.994354
  5285.9400     0.994959
  5285.9600     0.996078
  5285.9800     0.995861
  5286.0000     0.996158
  5286.0200     0.996489
  5286.0400     0.995953
  5286.0600     0.996455
  5286.0800     0.996638
  5286.1000     0.994811
  5286.1200     0.994046
  5286.1400     0.995222
  5286.1600     0.994891
  5286.1800     0.994343
  5286.2000     0.994685
  5286.2200     0.993874
  5286.2400     0.994605
  5286.2600     0.994228
  5286.2800     0.994845
  5286.3000     0.993874
  5286.3200     0.995165
  5286.3400     0.994559
  5286.3600     0.994377
  5286.3800     0.994708
  5286.4000     0.995747
  5286.4200     0.995644
  5286.4400     0.994993
  5286.4600     0.995370
  5286.4800     0.995325
  5286.5000     0.994400
  5286.5200     0.993943
  5286.5400     0.994754
  5286.5600     0.993589
  5286.5800     0.993109
  5286.6000     0.998762
  5286.6200     0.999538
  5286.6400     0.997243
  5286.6600     0.997711
  5286.6800     0.998202
  5286.7000     0.997266
  5286.7200     0.997369
  5286.7400     0.996604
  5286.7600     0.996261
  5286.7800     0.994959
  5286.8000     0.995793
  5286.8200     0.994788
  5286.8400     0.994948
  5286.8600     0.995222
  5286.8800     0.994799
  5286.9000     0.996284
  5286.9200     0.994651
  5286.9400     0.994936
  5286.9600     0.995553
  5286.9800     0.995359
  5287.0000     0.995907
  5287.0200     0.996489
  5287.0400     0.996010
  5287.0600     0.995679
  5287.0800     0.995039
  5287.1000     0.995450
  5287.1200     0.996832
  5287.1400     0.996158
  5287.1600     0.996992
  5287.1800     0.995884
  5287.2000     0.996101
  5287.2200     0.996455
  5287.2400     0.996307
  5287.2600     0.994719
  5287.2800     0.994845
  5287.3000     0.994811
  5287.3200     0.995827
  5287.3400     0.995039
  5287.3600     0.995701
  5287.3800     0.996295
  5287.4000     0.996055
  5287.4200     0.996033
  5287.4400     0.997220
  5287.4600     0.997780
  5287.4800     0.997049
  5287.5000     0.995736
  5287.5200     0.995005
  5287.5400     0.996558
  5287.5600     0.997597
  5287.5800     0.997277
  5287.6000     0.996809
  5287.6200     0.997060
  5287.6400     0.996798
  5287.6600     0.995245
  5287.6800     0.996033
  5287.7000     0.994639
  5287.7200     0.993749
  5287.7400     0.994936
  5287.7600     0.993486
  5287.7800     0.993726
  5287.8000     0.993235
  5287.8200     0.994068
  5287.8400     0.993018
  5287.8600     0.991293
  5287.8800     0.990414
  5287.9000     0.990585
  5287.9200     0.990357
  5287.9400     0.990357
  5287.9600     0.990939
  5287.9800     0.990871
  5288.0000     0.990334
  5288.0200     0.990540
  5288.0400     0.992276
  5288.0600     0.991705
  5288.0800     0.991739
  5288.1000     0.991762
  5288.1200     0.991670
  5288.1400     0.991579
  5288.1600     0.990825
  5288.1800     0.990574
  5288.2000     0.991762
  5288.2200     0.992093
  5288.2400     0.993566
  5288.2600     0.993109
  5288.2800     0.992527
  5288.3000     0.993657
  5288.3200     0.992276
  5288.3400     0.992515
  5288.3600     0.992424
  5288.3800     0.992150
  5288.4000     0.991785
  5288.4200     0.992298
  5288.4400     0.991476
  5288.4600     0.991339
  5288.4800     0.991145
  5288.5000     0.991156
  5288.5200     0.990802
  5288.5400     0.989329
  5288.5600     0.990117
  5288.5800     0.990540
  5288.6000     0.991008
  5288.6200     0.990437
  5288.6400     0.990894
  5288.6600     0.989615
  5288.6800     0.989227
  5288.7000     0.989192
  5288.7200     0.988450
  5288.7400     0.987776
  5288.7600     0.989055
  5288.7800     0.987502
  5288.8000     0.988267
  5288.8200     0.988530
  5288.8400     0.988404
  5288.8600     0.987982
  5288.8800     0.988804
  5288.9000     0.988576
  5288.9200     0.988130
  5288.9400     0.988964
  5288.9600     0.989409
  5288.9800     0.989980
  5289.0000     0.990037
  5289.0200     0.990837
  5289.0400     0.990346
  5289.0600     0.990334
  5289.0800     0.989249
  5289.1000     0.990997
  5289.1200     0.991899
  5289.1400     0.991168
  5289.1600     0.993703
  5289.1800     0.991145
  5289.2000     0.992710
  5289.2200     0.994068
  5289.2400     0.994822
  5289.2600     0.995085
  5289.2800     0.996147
  5289.3000     0.996284
  5289.3200     0.996124
  5289.3400     0.996352
  5289.3600     0.998887
  5289.3800     1.002085
  5289.4000     1.000875
  5289.4200     1.000623
  5289.4400     1.000760
  5289.4600     0.999870
  5289.4800     0.999321
  5289.5000     0.999401
  5289.5200     1.000395
  5289.5400     0.999710
  5289.5600     0.999641
  5289.5800     0.999573
  5289.6000     0.999801
  5289.6200     0.998922
  5289.6400     0.998716
  5289.6600     0.998168
  5289.6800     0.997917
  5289.7000     0.998522
  5289.7200     0.998237
  5289.7400     0.998077
  5289.7600     0.998259
  5289.7800     0.998214
  5289.8000     0.996935
  5289.8200     0.997620
  5289.8400     0.997871
  5289.8600     0.996855
  5289.8800     0.995005
  5289.9000     0.993931
  5289.9200     0.994126
  5289.9400     0.994274
  5289.9600     0.992413
  5289.9800     0.991830
  5290.0000     0.991031
  5290.0200     0.989855
  5290.0400     0.988667
  5290.0600     0.989421
  5290.0800     0.987902
  5290.1000     0.987297
  5290.1200     0.986657
  5290.1400     0.987377
  5290.1600     0.987833
  5290.1800     0.987936
  5290.2000     0.988393
  5290.2200     0.987788
  5290.2400     0.988427
  5290.2600     0.988907
  5290.2800     0.989478
  5290.3000     0.989900
  5290.3200     0.990094
  5290.3400     0.990928
  5290.3600     0.992013
  5290.3800     0.992287
  5290.4000     0.992652
  5290.4200     0.994171
  5290.4400     0.993178
  5290.4600     0.994685
  5290.4800     0.994137
  5290.5000     0.994114
  5290.5200     0.994228
  5290.5400     0.994822
  5290.5600     0.994411
  5290.5800     0.994731
  5290.6000     0.994274
  5290.6200     0.994822
  5290.6400     0.994731
  5290.6600     0.994480
  5290.6800     0.993452
  5290.7000     0.993269
  5290.7200     0.993189
  5290.7400     0.993920
  5290.7600     0.994068
  5290.7800     0.993555
  5290.8000     0.993966
  5290.8200     0.993452
  5290.8400     0.993360
  5290.8600     0.993794
  5290.8800     0.992835
  5290.9000     0.994502
  5290.9200     0.993121
  5290.9400     0.995005
  5290.9600     0.995233
  5290.9800     0.994856
  5291.0000     0.995667
  5291.0200     0.994776
  5291.0400     0.994308
  5291.0600     0.994708
  5291.0800     0.993383
  5291.1000     0.992036
  5291.1200     0.991111
  5291.1400     0.991145
  5291.1600     0.990254
  5291.1800     0.989740
  5291.2000     0.989912
  5291.2200     0.989649
  5291.2400     0.988952
  5291.2600     0.989763
  5291.2800     0.989718
  5291.3000     0.990448
  5291.3200     0.991008
  5291.3400     0.990289
  5291.3600     0.989386
  5291.3800     0.988587
  5291.4000     0.987879
  5291.4200     0.987673
  5291.4400     0.984430
  5291.4600     0.981747
  5291.4800     0.976916
  5291.5000     0.970339
  5291.5200     0.965028
  5291.5400     0.958394
  5291.5600     0.954180
  5291.5800     0.949498
  5291.6000     0.944862
  5291.6200     0.941767
  5291.6400     0.938501
  5291.6600     0.935429
  5291.6800     0.933111
  5291.7000     0.931421
  5291.7200     0.930028
  5291.7400     0.930165
  5291.7600     0.931124
  5291.7800     0.931124
  5291.8000     0.933156
  5291.8200     0.934207
  5291.8400     0.937953
  5291.8600     0.939791
  5291.8800     0.943491
  5291.9000     0.948653
  5291.9200     0.953381
  5291.9400     0.958508
  5291.9600     0.964789
  5291.9800     0.971264
  5292.0000     0.977167
  5292.0200     0.982443
  5292.0400     0.987753
  5292.0600     0.992333
  5292.0800     0.993029
  5292.1000     0.993646
  5292.1200     0.993897
  5292.1400     0.994776
  5292.1600     0.995530
  5292.1800     0.995427
  5292.2000     0.996010
  5292.2200     0.995016
  5292.2400     0.995359
  5292.2600     0.995199
  5292.2800     0.995576
  5292.3000     0.995736
  5292.3200     0.996181
  5292.3400     0.995964
  5292.3600     0.995759
  5292.3800     0.994868
  5292.4000     0.994913
  5292.4200     0.994502
  5292.4400     0.994331
  5292.4600     0.994571
  5292.4800     0.994377
  5292.5000     0.994628
  5292.5200     0.993029
  5292.5400     0.993543
  5292.5600     0.993132
  5292.5800     0.991979
  5292.6000     0.992881
  5292.6200     0.992869
  5292.6400     0.991887
  5292.6600     0.991636
  5292.6800     0.992127
  5292.7000     0.991625
  5292.7200     0.990905
  5292.7400     0.990620
  5292.7600     0.991259
  5292.7800     0.990517
  5292.8000     0.989261
  5292.8200     0.994126
  5292.8400     0.996912
  5292.8600     0.996250
  5292.8800     0.996250
  5292.9000     0.998476
  5292.9200     0.997871
  5292.9400     0.996638
  5292.9600     0.998008
  5292.9800     0.998248
  5293.0000     0.997209
  5293.0200     0.996569
  5293.0400     0.997551
  5293.0600     0.997220
  5293.0800     0.997380
  5293.1000     0.998956
  5293.1200     0.999481
  5293.1400     0.999892
  5293.1600     1.000555
  5293.1800     1.000418
  5293.2000     1.000897
  5293.2200     1.000292
  5293.2400     0.999664
  5293.2600     0.999675
  5293.2800     0.998762
  5293.3000     0.999687
  5293.3200     1.000018
  5293.3400     0.999424
  5293.3600     0.998739
  5293.3800     0.998796
  5293.4000     0.997894
  5293.4200     0.997449
  5293.4400     0.995199
  5293.4600     0.997620
  5293.4800     0.997494
  5293.5000     0.997529
  5293.5200     0.997837
  5293.5400     0.997666
  5293.5600     0.997574
  5293.5800     0.997688
  5293.6000     0.998100
  5293.6200     0.998739
  5293.6400     0.999527
  5293.6600     1.000155
  5293.6800     0.999493
  5293.7000     0.999241
  5293.7200     0.998431
  5293.7400     0.998042
  5293.7600     0.997460
  5293.7800     0.998122
  5293.8000     0.998556
  5293.8200     0.998122
  5293.8400     0.996661
  5293.8600     0.997015
  5293.8800     0.996124
  5293.9000     0.993886
  5293.9200     0.991522
  5293.9400     0.988541
  5293.9600     0.985675
  5293.9800     0.983403
  5294.0000     0.981107
  5294.0200     0.979737
  5294.0400     0.978435
  5294.0600     0.976357
  5294.0800     0.975957
  5294.1000     0.974335
  5294.1200     0.973456
  5294.1400     0.972645
  5294.1600     0.971892
  5294.1800     0.970932
  5294.2000     0.970681
  5294.2200     0.969848
  5294.2400     0.969859
  5294.2600     0.970350
  5294.2800     0.970750
  5294.3000     0.970373
  5294.3200     0.970875
  5294.3400     0.971298
  5294.3600     0.972577
  5294.3800     0.973810
  5294.4000     0.976494
  5294.4200     0.977259
  5294.4400     0.981644
  5294.4600     0.984156
  5294.4800     0.987262
  5294.5000     0.989752
  5294.5200     0.992435
  5294.5400     0.994251
  5294.5600     0.995473
  5294.5800     0.995542
  5294.6000     0.996809
  5294.6200     0.998008
  5294.6400     0.996980
  5294.6600     0.998294
  5294.6800     0.998351
  5294.7000     0.997586
  5294.7200     0.997106
  5294.7400     0.997517
  5294.7600     0.997860
  5294.7800     0.997117
  5294.8000     0.999139
  5294.8200     0.997951
  5294.8400     0.999093
  5294.8600     1.000304
  5294.8800     1.000155
  5294.9000     1.000703
  5294.9200     1.000749
  5294.9400     1.000109
  5294.9600     0.999550
  5294.9800     1.000429
  5295.0000     1.000007
  5295.0200     0.999915
  5295.0400     0.999721
  5295.0600     1.000817
  5295.0800     1.000315
  5295.1000     0.999253
  5295.1200     0.999744
  5295.1400     0.998899
  5295.1600     0.998499
  5295.1800     0.996615
  5295.2000     0.995622
  5295.2200     0.994788
  5295.2400     0.992824
  5295.2600     0.992241
  5295.2800     0.990003
  5295.3000     0.989923
  5295.3200     0.988861
  5295.3400     0.987879
  5295.3600     0.987297
  5295.3800     0.986691
  5295.4000     0.987594
  5295.4200     0.988302
  5295.4400     0.987468
  5295.4600     0.987091
  5295.4800     0.986897
  5295.5000     0.986543
  5295.5200     0.987651
  5295.5400     0.986120
  5295.5600     0.986897
  5295.5800     0.986132
  5295.6000     0.987514
  5295.6200     0.989284
  5295.6400     0.989775
  5295.6600     0.990403
  5295.6800     0.991785
  5295.7000     0.992492
  5295.7200     0.993098
  5295.7400     0.996444
  5295.7600     0.996729
  5295.7800     0.996478
  5295.8000     0.996729
  5295.8200     0.997654
  5295.8400     0.996889
  5295.8600     0.997060
  5295.8800     0.997380
  5295.9000     0.997471
  5295.9200     0.996478
  5295.9400     0.996980
  5295.9600     0.995998
  5295.9800     0.995896
  5296.0000     0.995108
  5296.0200     0.997300
  5296.0400     0.996992
  5296.0600     0.995896
  5296.0800     0.996672
  5296.1000     0.996512
  5296.1200     0.996535
  5296.1400     0.996809
  5296.1600     0.996375
  5296.1800     0.996489
  5296.2000     0.997529
  5296.2200     0.997277
  5296.2400     0.996192
  5296.2600     0.995896
  5296.2800     0.996044
  5296.3000     0.996626
  5296.3200     0.996307
  5296.3400     0.997494
  5296.3600     0.996067
  5296.3800     0.996900
  5296.4000     0.996192
  5296.4200     0.996067
  5296.4400     0.996535
  5296.4600     0.997083
  5296.4800     0.996969
  5296.5000     0.996010
  5296.5200     0.997186
  5296.5400     0.996992
  5296.5600     0.996615
  5296.5800     0.995816
  5296.6000     0.994971
  5296.6200     0.995233
  5296.6400     0.995610
  5296.6600     0.995096
  5296.6800     0.996329
